ticker,history_dev
AGR,  Ngày 20/12/2000: Tiền thân là Công ty TNHH Chứng khoán Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam trực thuộc Ngân hàng Nông nghiệp và Phát triển nông thông Việt Nam được thành lập với vốn điều lệ ban đầu là 60 tỷ đồng theo Quyết định số 269/QĐ/HĐQT của Hội đồng quản trị Ngân hàng Nông nghiệp và Phát triển nông thôn Việt Nam; Ngày 14/01/2004: Tăng vốn điều lệ lên 100 tỷ đồng; Ngày 21/11/2005: Tăng vốn điều lệ lên 150 tỷ đồng; Ngày 19/06/2007: Tăng vốn điều lệ lên 700 tỷ đồng; Ngày 10/07/2009: Chính thức chuyển đổi thành Công ty Cổ phần Chứng khoán Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam với vốn điều lệ 1.200 tỷ đồng; Tháng 12/2009: Niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 20/08/2010: Tăng vốn điều lệ lên 2.120 tỷ đồng; Ngày 23/07/2018: Đổi tên thành Công ty Cổ phần Chứng khoán Agribank; Ngày 04/04/2023: Tăng vốn điều lệ lên 2.153 tỷ đồng.   
AGM,"  1976: Công ty Ngoại thương An Giang (Angimex) được thành lập và chính thức đi vào hoạt động. 1979: Công ty đổi tên thành Công ty Liên hiệp Xuất nhập khẩu tỉnh An Giang. 1988: Đổi tên thành Liên hiệp Công ty Xuất nhập khẩu tỉnh An Giang. 1992: Đổi tên thành Công ty Xuất nhập khẩu An Giang. 2008: Angimex chính thức chuyển đổi thành công ty cổ phần với vốn điều lệ 58 tỷ đồng. Tháng 02/2011: Công ty tăng vốn điều lệ lên 174,85 tỷ đồng. Tháng 04/2011: Công ty tăng vốn điều lệ lên 182 tỷ đồng. 2012: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).   "
AGG,"  Ngày 18/01/2012: Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia được thành lập với vốn điều lệ ban đầu 100 tỷ đồng; Ngày 18/07/2017: Tăng vốn điều lệ lên 105.263.160.000 đồng; Ngày 11/09/2018: Tăng vốn điều lệ lên 131.578.950.000 đồng; Ngày 26/10/2018: Tăng vốn điều lệ lên 210 tỷ đồng; Ngày 28/12//2018: Tăng vốn điều lệ lên 450 tỷ đồng;  Ngày 21/03/2019: Tăng vốn điều lệ lên 468,2 tỷ đồng; Ngày 29/03/2019: Tăng vốn điều lệ lên 700 tỷ đồng; Ngày 26/09/2019: Tăng vốn điều lệ lên 750 tỷ đồng; Ngày 14/11/2019: Trở thành công ty đại chúng theo Công văn số 6894/UBCK-GSĐC của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 17/12/2019: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 09/01/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 24/02/2021: Tăng vốn điều lệ lên 827 tỷ đồng; Ngày 07/04/2022: Tăng vốn điều lệ lên 1.117,13 tỷ đồng; Ngày 06/09/2024: Tăng vốn điều lệ lên 1.563,97 tỷ đồng; Ngày 22/11/2024: Tăng vốn điều lệ lên 1.625,28 tỷ đồng;   "
ADS,"  Ngày 12/06/2006: Công ty Cổ phần Dệt sợi Damsan được thành lập theo Giấy phép kinh doanh lần đầu  số 0803000284 cấp lần đầu bởi Sở Kế hoạch Đầu tư Tỉnh Thái Bình; Tháng 06/2006: Khởi công xây dựng Nhà máy Damsan I với tổng vốn đầu tư 121 tỷ đồng với công suất 2.880 tấn sợi OE/năm và 2.220 tấn sợi CD/năm tại khu công nghiệp Nguyễn Đức Cảnh, TP. Thái Bình, Tỉnh Thái Bình; Tháng 6/2010: Đầu tư nhà máy Damsan II với tổng vốn đầu tư là 10 triệu USD với công suất là 3.600 tấn sợi OE/năm và 720 tấn khăn/năm tại khu công nghiệp Gia lễ, huyện Đông hưng, tỉnh Thái Bình; Ngày 30/05/2011: Trở thành công ty đại chúng theo Công văn số 1566/UBCK-QLPH của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 23/10/2015: Tăng vốn điều lệ lên 160,7 tỷ đồng; Ngày 19/11/2015: Đổi tên thành Công ty Cổ phần Damsan; Ngày 22/06/2016: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 29/06/2016: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 23/03/2017: Tăng vốn điều lệ lên 168.734.810.000 đồng; Ngày 07/03/2018: Tăng vốn điều lệ lên 255.178.010.000 đồng; Ngày 28/09/2020: Tăng vốn điều lệ lên 280.694.500.000 đồng; Ngày 31/12/2021: Tăng vốn điều lệ lên 380.694.500.000 đồng; Ngày 28/09/2022: Tăng vốn điều lệ lên 437.790.340.000 đồng; Ngày 15/08/2023: Tăng vốn điều lệ lên 583.947.270.000 đồng; Ngày 06/02/2024: Tăng vốn điều lệ lên 733.947.270.000 đồng; Ngày 10/06/2024: Tăng vốn điều lệ lên 763.947.270.000 đồng;   "
ADP,"  1970: Công ty Sơn Á Đông được thành lập, là một trong hai nhà sản xuất lớn nhất miền Nam trước giải phóng. 1976: Công ty được quốc hữu hóa với tên gọi Xí nghiệp Sơn Á Đông trực thuộc Công ty Sơn  và Mực In - Tổng cục Hóa chất. 1980: Hợp nhất Công ty Sơn và Mực In và Công ty Bao bì Hóa chất, thành lập Công ty Sơn Chất dẻo trong đó Xí nghiệp Sơn Á Đông là đơn vị thành viên. 1993: Xí nghiệp hợp tác với Kansai Paint Co. Ltd (Singapore) dưới hình thức chuyển giao công nghệ để sản xuất các sản phẩm Sơn tàu biển và Sơn công nghiệp. 1997: Xí nghiệp hợp tác với Sime Coating (Malaysia) để sản xuất dòng sản phẩm sơn tôn cuộn và sơn kỹ nghệ. 2000: Công ty được cổ phần hóa, vốn điều lệ ban đầu là 10 tỷ đồng. 2004: Công ty tăng vốn điều lệ lên 30 tỷ đồng bằng nguồn vốn tự tích lũy. 2006: Công ty tăng vốn điều lệ lên 50 tỷ đồng bằng vốn tích lũy và vốn góp bổ sung của cổ đông hiện hữu và người lao động. 2010: Cổ phiếu của Công ty được niêm yết và giao dịch trên sàn UPCoM và tăng vốn điều lệ lên 64 tỷ đồng. Ngày 17/09/2021: Tăng vốn điều lệ lên 230.398.500.000 VNĐ. Ngày 29/06/2023: Niêm yết trên Sở giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE). Ngày 14/07/2023: Huỷ đăng ký giao dịch trên thị trường UPCOM. Ngày 27/07/2023: Chính thức giao dịch trên Sở giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE).   "
ADG,"  Ngày 04/08/2008: Tiền thân là Công ty Cổ phần Quảng Cáo Thông minh được thành lập với vốn điều lệ 400 triệu đồng theo Giấy chứng nhận đăng ký kinh doanh số 0102850165 cấp lần đầu bởi Sở Kế hoạch và Đầu tư Thành phố Hà Nội; Năm 2009: Thành lập chi nhánh tại Thành phố Hồ Chí Minh; Năm 2010: Trở thành đối tác chính thức của Google; Năm 2011: Trở thành đối tác cao cấp chính thức của Google tại Việt Nam; Ngày 07/04/2011: Tăng vốn điều lệ lên 4.800.000.000 đồng; Ngày 08/06/2011: Tăng vốn điều lệ lên 5.333.330.000 đồng; Năm 2012: Thành lập chi nhánh Đà Nẵng; Ngày 23/12/2012: Tăng vốn điều lệ lên 5.599.990.000 đồng; Năm 2013: Trở thành Đại lý ủy quyền đầu tiên của Facebook tại Việt Nam; Ngày 02/06/2017: Tăng vốn điều lệ lên 35.345.600.000 đồng; Ngày 04/04/2018: Tăng vốn điều lệ lên 50 tỷ đồng; Ngày 09/07/2019: Tăng vốn điều lệ lên 74 tỷ đồng; Ngày 10/06/2019: Trở thành công ty đại chúng theo Công văn số 3548/UBCK-GSĐC của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 01/08/2019: Đổi tên thành Công ty Cổ phần Clever Group; Ngày 26/12/2019: Giao dịch trên thị trường UPCOM; Ngày 18/08/2020: Tăng vốn điều lệ lên 180 tỷ đồng; Ngày 28/12/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 22/02/2021: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 16/09/2021: Tăng vốn điều lệ lên 198,89 tỷ đồng; Ngày 16/12/2022: Tăng vốn điều lệ lên 213,85 tỷ đồng;   "
ACL,"  2003: Công ty TNHH XNK Thủy sản Cửu long An Giang được thành lập. Tháng 02/2005: Chính thức đi vào hoạt động với vốn điều lệ là 22 tỷ đồng. Tháng 04/2007: Công ty đổi tên thành Công ty CP XNK Thủy sản Cửu long An Giang Tháng 09/2007: Chính thức niêm yết tại Sở Giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE), tăng vốn điều lệ lên 90 tỷ đồng; Tháng 07/2010: Công ty phát hành thêm 2 triệu cổ phiếu, tăng vốn điều lệ lên 110 tỷ đồng. 2011: Công ty phát hành thêm cổ phiếu thưởng, nâng vốn điều lệ lên gần 184 tỷ đồng. 2012: Sáp nhập Công ty CP Chế biến thức ăn thủy sản vào Công ty CP NXK Thủy sản Cửu long An Giang. Tháng 07/2016: Tăng vốn điều lệ lên 228 tỷ đồng; Năm 2020: Tăng vốn điều lệ lên 501 tỷ đồng;   "
ACG," Năm 1994: Tiền thân là Công ty TNHH Thương mại An Cường được thành lập; 2014: Đổi tên thành Công ty Cổ phần Gỗ An Cường, tăng vốn điều lệ lên 240.000.000.000 đồng; 2016: Nhận được khoản đầu tư hơn 28 triệu USD từ liên doanh giữa VinaCapital – DEG và nhận khoản đầu tư hơn 58 triệu USD từ Tập đoàn Sumitomo Forestry; Ngày 03/07/2018: Tăng vốn điều lệ lên 441.304.350.000 đồng; Ngày 14/01/2019: Tăng vốn điều lệ lên 859.380.830.000 đồng; Ngày 25/03/2020: Tăng vốn điều lệ lên 876.568.440.000 đồng; Ngày 31/05/2021: Giảm vốn điều lệ xuống 876.503.440.000 đồng; Ngày 04/08/2021: Chính thức giao dịch trên thị trường UPCOM; Ngày 10/05/2022: Tăng vốn điều lệ lên 1.358.461.220.000 đồng; Ngày 28/09/2022: Huỷ đăng ký giao dịch trên thị trường UPCOM; Ngày 10/10/2022: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 23/08/2023: Tăng vốn điều lệ lên 1.507.879.460.000 đồng;  "
ACC,"  Ngày 01/07/2008: Công ty Cổ phần Bê tông Becamex được thành lập với vốn điều lệ 60 tỷ đồng trên cơ sở cổ phần hóa Xí nghiệp Bê tông Nhựa nóng và Xí nghiệp Cống Bê tông Cốt thép theo Giấy chứng nhận đăng ký doanh nghiệp số 3700926112 cấp lần đầu bởi Sở Kế hoạch và Đầu tư Tỉnh Bình Dương; Ngày 22/12/2009: Giao dịch trên thị trường UPCOM; Ngày 05/11/2010: Tăng vốn điều lệ lên 100 tỷ đồng; Ngày 26/06/2011: Hủy đăng ký giao dịch trên thị trường UPCOM; Ngày 30/06/2011: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 10/05/2019: Đổi tên thành Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC; Ngày 09/02/2021: Tăng vốn điều lệ lên 300 tỷ đồng; Ngày 24/02/2022: Tăng vốn điều lệ lên 1.049,4 tỷ đồng;   "
ACB,"  Ngày 24/04/1993: Ngân hàng Thương mại Cổ phần Á Châu (ACB) được thành lập với vốn điều lệ ban đầu là 20 tỷ đồng theo Giấy phép số 0032/NH-GP của Ngân hàng Nhà nước; Ngày 17/02/1996: Tăng vốn điều lệ lên 341 tỷ đồng; Năm 2005: Tăng vốn điều lệ lên 948,32 tỷ đồng; Ngày 14/02/2006: Tăng vốn điều lệ lên lên 1.100 tỷ đồng; Ngày 31/10/2006: Niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 21/11/2006: Giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 25/05/2007: Tăng vốn điều lệ lên 2.530 tỷ đồng; Năm 2007: Thành lập công ty cho thuê tài chính ACB; Năm 2011: Khai trương Trung tâm dữ dạng mô-dun theo tiêu chuẩn quốc tế đầu tiên tại Việt Nam; Năm 2014: Nâng cấp hệ nghiệp vụ ngân hàng lõi từ TCBS sang DNA; Ngày 09/01/2017: Tăng vốn điều lệ lên 10.273.238.960.000 đồng; Ngày 30/11/2018: Tăng vốn điều lệ lên 12.885.877.380.000 đồng; Ngày 15/11/2019: Tăng vốn điều lệ lên 16.627.372.770.000 đồng. Ngày 19/10/2020: Tăng vốn điều lệ lên 21.615.584.600.000 đồng. Ngày 20/11/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). Ngày 02/12/2020: Hủy niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX); Ngày 09/12/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). Ngày 02/07/2021: Tăng vốn điều lệ lên 27.019.480.750.000 đồng; Ngày 28/06/2022: Tăng vốn điều lệ lên 33.774.350.940.000 đồng Ngày 26/06/2023: Tăng vốn điều lệ lên 38.840.503.580.000 đồng; Ngày 25/06/2024: Tăng vốn điều lệ lên 44.666.579.120.000 đồng;   "
ABT,"  1977: Tiền thân của Công ty là Xí nghiệp Đông lạnh 22 được thành lập. 1988: Đổi tên thành Liên hiệp các xí nghiệp thủy sản xuất khẩu Bến Tre. 1992: Đổi tên thành Công ty Đông lạnh thủy sản xuất khẩu Bến Tre. 2004: Tiến hành cổ phần hóa doanh nghiệp, chuyển thành Công ty CP XNK Thủy sản Bến tre với số VĐL là 25 tỷ đồng. 2005: Toàn bộ phần vốn Nhà nước (51%) được bán ra bên ngoài. 2006: Công ty niêm yết cổ phiếu tại HOSE. 2007: Công ty tăng VĐL lên 81 tỷ đồng. 2009: Phát hành cổ phiếu thưởng và trả cổ tức bằng cổ phiếu tăng vốn điều lệ lên 113,40 tỷ đồng. 2010: Tăng vốn điều lệ lên 136 tỷ đồng thông qua phát hành cổ phiếu 20% để tạm ứng cổ tức năm 2010 từ nguồn lợi nhuận chưa phân phối. 2013: Phát hành 500.000 cổ phiếu phổ thông theo chương trình lựa chọn người lao động, nâng vốn điều lệ lên 141,072 tỷ đồng. Ngày 03/06/2022: Tăng vốn điều lệ lên 143,87 tỷ đồng;   "
ABS,"  Ngày 25/12/1975: Tiền thân là Công ty Vật tư Nông nghiệp Thuận Hải được thành lập; Năm 1993: Đổi tên thành Công ty Vật tư Nông nghiệp Bình Thuận; Ngày 11/05/2004: Chính thức chuyển đổi thành Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận theo Giấy chứng nhận đăng ký kinh doanh số 3400382278 cấp lần đầu bởi Sở Kế hoạch và Đầu tư tỉnh Bình Thuận; Năm 2007: Tăng vốn điều lệ lên 8,5 tỷ đồng; Năm 2008: Tăng vốn điều lệ lên 15 tỷ đồng; Ngày 09/03/2012: Tăng vốn điều lệ lên 20 tỷ đồng; Ngày 25/01/2016: Tăng vốn điều lệ lên 88 tỷ đồng; Ngày 26/05/2016: Tăng vốn điều lệ lên 288 tỷ đồng; Ngày 12/12/2018: Trở thành công ty đại chúng theo Công văn số 8158/UBCK-GSĐC của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 27/12/2019: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 18/03/2020: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chính Minh (HOSE); Ngày 08/10/2020: Tăng vốn điều lệ lên 374.398.730.000 đồng; Ngày 18/02/2021: Tăng vốn điều lệ lên 800 tỷ đồng;   "
ABR,"  Ngày 10/12/2012: Tiền thân là Công ty Cổ phần Chế biến Gỗ Kiến An được thành lập với vốn điều lệ ban đầu là 01 tỷ đồng theo Giấy chứng nhận đăng ký kinh doanh số 0312080709 cấp lần đầu bởi Sở Kế hoạch và Đầu tư Thành phố Hồ Chí Minh; Ngày 25/12/2014: Tăng vốn điều lệ lên 10 tỷ đồng; Năm 2015: Đổi tên thành Công ty Cổ phần Đầu tư Nhãn Hiệu Việt; Ngày 23/10/2015: Tăng vốn điều lệ lên 30 tỷ đồng; Ngày 12/10/2016: Trở thành công ty đại chúng theo Công văn số 6867/UBCK-GSĐC của Ủy ban Chứng khoán Nhà nước (SSC); Ngày 12/06/2018: Giao dịch trên thị trường UPCOM; Tháng 1, 2020: Tăng vốn điều lệ lên 200 tỷ đồng; Ngày 22/02/2022: Hủy giao dịch trên thị trường UPCoM; Ngày 03/03/2022: Chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE);   "
AAT,"  Ngày 22/07/1995: Tiền thân là Công ty Tiên Sơn Thanh Hoá - TNHH được thành lập với số vốn điều lệ là 550 triệu đồng. Ngày 05/11/2003: Tăng vốn điều lệ lên 5,8 tỷ đồng; Ngày 07/07/2004: Tăng vốn điều lệ lên 10,8 tỷ đồng; Ngày 29/07/2005: Tăng vốn điều lệ lên 20,8 tỷ đồng; Ngày 14/01/2008: Tăng vốn điều lệ lên 36 tỷ đồng; Ngày 30/03/2009: Tăng vốn điều lệ lên 45 tỷ đồng; Ngày 19/06/2012: Tăng vốn điều lệ lên 50 tỷ đồng; Ngày 10/03/2014: Tăng vốn điều lệ lên 348 tỷ đồng; Ngày 10/03/2014: Chính thức chuyển đổi thành Công ty Cổ phần Tiên Sơn Thanh Hóa do Sở Kế hoạch và Đầu tư tỉnh Thanh Hóa cấp. Ngày 29/10/2014: Chấp thuận trở thành Công ty đại chúng. Ngày 29/12/2020: Niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 24/03/2021: Giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE); Ngày 18/11/2021: Tăng vốn điều lệ lên 388 tỷ đồng; Ngày 13/01/2022: Tăng vốn điều lệ lên 638 tỷ đồng; Ngày 12/05/2022: Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa Ngày 09/8/2023: Tăng vốn điều lệ lên 708,19 tỷ đồng;   "
